Time (s),X (m),Y (m),Velocity (m/s),Acceleration (g),Mass (kg),Thrust (N),Drag (custom),Comment
9.03,0,708.260416869,49.1132402632,-0.668065061139,1.4968536,0.0,-9.80995675556,
9.04,0,708.7508939,49.0477030804,-0.668065068983,1.4968536,0.0,-9.80995687074,
9.05,0,709.240715559,48.9821658967,-0.668065076816,1.4968536,0.0,-9.80995698577,
9.06,0,709.729881846,48.9166287123,-0.668065084639,1.4968536,0.0,-9.80995710064,
9.07,0,710.218392762,48.8510915271,-0.668065092452,1.4968536,0.0,-9.80995721536,
9.08,0,710.706248305,48.7855543419,-0.668065084057,1.4968536,0.0,-9.80995709209,
9.09,0,711.193448476,48.7200171568,-0.668065091892,1.4968536,0.0,-9.80995720714,
9.1,0,711.679993276,48.6544799709,-0.668065099716,1.4968536,0.0,-9.80995732204,
9.11,0,712.165882704,48.5889427843,-0.66806510753,1.4968536,0.0,-9.80995743678,
9.12,0,712.65111676,48.5234055968,-0.668065115334,1.4968536,0.0,-9.80995755137,
9.13,0,713.135695444,48.4578684086,-0.668065123127,1.4968536,0.0,-9.8099576658,
9.14,0,713.619618756,48.3923312197,-0.668065130909,1.4968536,0.0,-9.80995778008,
9.15,0,714.102886697,48.3267940299,-0.668065138681,1.4968536,0.0,-9.8099578942,
9.16,0,714.585499265,48.2612568395,-0.668065146443,1.4968536,0.0,-9.80995800817,
9.17,0,715.067456461,48.1957196482,-0.668065154194,1.4968536,0.0,-9.80995812199,
9.18,0,715.548758286,48.1301824562,-0.668065161934,1.4968536,0.0,-9.80995823565,
9.19,0,716.029404739,48.0646452634,-0.668065169664,1.4968536,0.0,-9.80995834915,
9.2,0,716.509395819,47.9991080699,-0.668065177383,1.4968536,0.0,-9.8099584625,
9.21,0,716.988731528,47.9335708756,-0.668065185092,1.4968536,0.0,-9.8099585757,
9.22,0,717.467411865,47.8680336806,-0.66806519279,1.4968536,0.0,-9.80995868874,
9.23,0,717.94543683,47.8024964848,-0.668065200478,1.4968536,0.0,-9.80995880163,
9.24,0,718.422806423,47.7369592883,-0.668065208155,1.4968536,0.0,-9.80995891437,
9.25,0,718.899520644,47.671422091,-0.668065215822,1.4968536,0.0,-9.80995902695,
9.26,0,719.375579493,47.6058848929,-0.668065223478,1.4968536,0.0,-9.80995913937,
9.27,0,719.850982969,47.5403476941,-0.668065231124,1.4968536,0.0,-9.80995925164,
9.28,0,720.325731074,47.4748104946,-0.668065238759,1.4968536,0.0,-9.80995936376,
9.29,0,720.799823807,47.4092732943,-0.668065246384,1.4968536,0.0,-9.80995947572,
9.3,0,721.273261168,47.3437360932,-0.668065253998,1.4968536,0.0,-9.80995958753,
9.31,0,721.746043157,47.2781988915,-0.668065261602,1.4968536,0.0,-9.80995969918,
9.32,0,722.218169774,47.2126616889,-0.668065269195,1.4968536,0.0,-9.80995981068,
9.33,0,722.689641019,47.1471244856,-0.668065276777,1.4968536,0.0,-9.80995992202,
9.34,0,723.160456892,47.0815872816,-0.668065284349,1.4968536,0.0,-9.80996003321,
9.35,0,723.630617393,47.0160500768,-0.668065291911,1.4968536,0.0,-9.80996014425,
9.36,0,724.100122521,46.9505128713,-0.668065299462,1.4968536,0.0,-9.80996025513,
9.37,0,724.568972278,46.8849756651,-0.668065307003,1.4968536,0.0,-9.80996036585,
9.38,0,725.037166662,46.8194384581,-0.668065314533,1.4968536,0.0,-9.80996047643,
9.39,0,725.504705675,46.7539012504,-0.668065322052,1.4968536,0.0,-9.80996058684,
9.4,0,725.971589315,46.6883640419,-0.668065329561,1.4968536,0.0,-9.80996069711,
9.41,0,726.437817584,46.6228268327,-0.66806533706,1.4968536,0.0,-9.80996080721,
9.42,0,726.90339048,46.5572896228,-0.668065344547,1.4968536,0.0,-9.80996091717,
9.43,0,727.368308004,46.4917524121,-0.668065352025,1.4968536,0.0,-9.80996102697,
9.44,0,727.832570156,46.4262152007,-0.668065359492,1.4968536,0.0,-9.80996113661,
9.45,0,728.296176936,46.3606779886,-0.668065366948,1.4968536,0.0,-9.8099612461,
9.46,0,728.759128344,46.2951407757,-0.668065374394,1.4968536,0.0,-9.80996135544,
9.47,0,729.221424379,46.2296035621,-0.668065381829,1.4968536,0.0,-9.80996146462,
9.48,0,729.683065043,46.1640663478,-0.668065389254,1.4968536,0.0,-9.80996157365,
9.49,0,730.144050334,46.0985291328,-0.668065396669,1.4968536,0.0,-9.80996168252,
9.5,0,730.604380253,46.032991917,-0.668065404072,1.4968536,0.0,-9.80996179124,
9.51,0,731.0640548,45.9674547005,-0.668065411466,1.4968536,0.0,-9.8099618998,
9.52,0,731.523073975,45.9019174833,-0.668065418848,1.4968536,0.0,-9.80996200821,
9.53,0,731.981437778,45.8363802653,-0.668065426221,1.4968536,0.0,-9.80996211647,
9.54,0,732.439146208,45.7708430466,-0.668065433582,1.4968536,0.0,-9.80996222457,
9.55,0,732.896199267,45.7053058272,-0.668065440934,1.4968536,0.0,-9.80996233251,
9.56,0,733.352596953,45.6397686071,-0.668065448274,1.4968536,0.0,-9.8099624403,
9.57,0,733.808339266,45.5742313863,-0.668065455604,1.4968536,0.0,-9.80996254794,
9.58,0,734.263426208,45.5086941647,-0.668065462924,1.4968536,0.0,-9.80996265542,
9.59,0,734.717857778,45.4431569425,-0.668065470233,1.4968536,0.0,-9.80996276275,
9.6,0,735.171633975,45.3776197195,-0.668065477532,1.4968536,0.0,-9.80996286993,
9.61,0,735.6247548,45.3120824958,-0.66806548482,1.4968536,0.0,-9.80996297695,
9.62,0,736.077220252,45.2465452714,-0.668065492097,1.4968536,0.0,-9.80996308381,
9.63,0,736.529030333,45.1810080462,-0.668065499364,1.4968536,0.0,-9.80996319052,
9.64,0,736.980185041,45.1154708204,-0.668065506621,1.4968536,0.0,-9.80996329708,
9.65,0,737.430684377,45.0499335945,-0.668065499731,1.4968536,0.0,-9.8099631959,
9.66,0,737.880528341,44.9843963686,-0.668065507007,1.4968536,0.0,-9.80996330275,
9.67,0,738.329716932,44.918859142,-0.668065514273,1.4968536,0.0,-9.80996340944,
9.68,0,738.778250151,44.8533219147,-0.668065521528,1.4968536,0.0,-9.80996351598,
9.69,0,739.226127998,44.7877846867,-0.668065528773,1.4968536,0.0,-9.80996362236,
9.7,0,739.673350473,44.722247458,-0.668065536007,1.4968536,0.0,-9.80996372859,
9.71,0,740.119917575,44.6567102286,-0.668065543231,1.4968536,0.0,-9.80996383466,
9.72,0,740.565829305,44.5911729984,-0.668065550444,1.4968536,0.0,-9.80996394058,
9.73,0,741.011085663,44.5256357676,-0.668065557647,1.4968536,0.0,-9.80996404634,
9.74,0,741.455686648,44.460098536,-0.668065564839,1.4968536,0.0,-9.80996415195,
9.75,0,741.899632261,44.3945613037,-0.66806557202,1.4968536,0.0,-9.8099642574,
9.76,0,742.342922502,44.3290240708,-0.668065579191,1.4968536,0.0,-9.8099643627,
9.77,0,742.78555737,44.2634868371,-0.668065586351,1.4968536,0.0,-9.80996446784,
9.78,0,743.227536866,44.1979496027,-0.668065593501,1.4968536,0.0,-9.80996457283,
9.79,0,743.66886099,44.1324123677,-0.66806560064,1.4968536,0.0,-9.80996467766,
9.8,0,744.109529741,44.0668751319,-0.668065607768,1.4968536,0.0,-9.80996478233,
9.81,0,744.54954312,44.0013378954,-0.668065614886,1.4968536,0.0,-9.80996488685,
9.82,0,744.988901127,43.9358006582,-0.668065621993,1.4968536,0.0,-9.80996499122,
9.83,0,745.427603761,43.8702634204,-0.66806562909,1.4968536,0.0,-9.80996509543,
9.84,0,745.865651023,43.8047261818,-0.668065636176,1.4968536,0.0,-9.80996519948,
9.85,0,746.303042912,43.7391889426,-0.668065643252,1.4968536,0.0,-9.80996530338,
9.86,0,746.739779429,43.6736517026,-0.668065650317,1.4968536,0.0,-9.80996540712,
9.87,0,747.175860574,43.608114462,-0.668065657371,1.4968536,0.0,-9.80996551071,
9.88,0,747.611286346,43.5425772206,-0.668065664415,1.4968536,0.0,-9.80996561414,
9.89,0,748.046056746,43.4770399786,-0.668065671448,1.4968536,0.0,-9.80996571742,
9.9,0,748.480171773,43.4115027359,-0.668065678471,1.4968536,0.0,-9.80996582054,
9.91,0,748.913631428,43.3459654925,-0.668065685483,1.4968536,0.0,-9.80996592351,
9.92,0,749.346435711,43.2804282484,-0.668065692484,1.4968536,0.0,-9.80996602632,
9.93,0,749.778584621,43.2148910036,-0.668065699475,1.4968536,0.0,-9.80996612897,
9.94,0,750.210078158,43.1493537582,-0.668065706456,1.4968536,0.0,-9.80996623147,
9.95,0,750.640916323,43.083816512,-0.668065713425,1.4968536,0.0,-9.80996633382,
9.96,0,751.071099116,43.0182792652,-0.668065720385,1.4968536,0.0,-9.80996643601,
9.97,0,751.500626536,42.9527420177,-0.668065727333,1.4968536,0.0,-9.80996653804,
9.98,0,751.929498584,42.8872047695,-0.668065734271,1.4968536,0.0,-9.80996663992,
9.99,0,752.357715259,42.8216675206,-0.668065741199,1.4968536,0.0,-9.80996674165,
10.0,0,752.785276562,42.7561302711,-0.668065748116,1.4968536,0.0,-9.80996684322,
10.01,0,753.212182492,42.6905930208,-0.668065755022,1.4968536,0.0,-9.80996694463,
10.02,0,753.63843305,42.6250557699,-0.668065761918,1.4968536,0.0,-9.80996704589,
10.03,0,754.064028235,42.5595185184,-0.668065768803,1.4968536,0.0,-9.80996714699,
10.04,0,754.488968047,42.4939812661,-0.668065775677,1.4968536,0.0,-9.80996724794,
10.05,0,754.913252488,42.4284440132,-0.668065782541,1.4968536,0.0,-9.80996734873,
10.06,0,755.336881555,42.3629067596,-0.668065789395,1.4968536,0.0,-9.80996744937,
10.07,0,755.75985525,42.2973695053,-0.668065796238,1.4968536,0.0,-9.80996754985,
10.08,0,756.182173573,42.2318322503,-0.66806580307,1.4968536,0.0,-9.80996765017,
10.09,0,756.603836523,42.1662949947,-0.668065809892,1.4968536,0.0,-9.80996775034,
10.1,0,757.0248441,42.1007577384,-0.668065816703,1.4968536,0.0,-9.80996785036,
10.11,0,757.445196305,42.0352204815,-0.668065823503,1.4968536,0.0,-9.80996795022,
10.12,0,757.864893137,41.9696832239,-0.668065830293,1.4968536,0.0,-9.80996804992,
10.13,0,758.283934597,41.9041459656,-0.668065837073,1.4968536,0.0,-9.80996814947,
10.14,0,758.702320684,41.8386087066,-0.668065843841,1.4968536,0.0,-9.80996824887,
10.15,0,759.120051398,41.773071447,-0.6680658506,1.4968536,0.0,-9.8099683481,
10.16,0,759.53712674,41.7075341868,-0.668065857347,1.4968536,0.0,-9.80996844719,
10.17,0,759.953546709,41.6419969258,-0.668065864084,1.4968536,0.0,-9.80996854612,
10.18,0,760.369311306,41.5764596642,-0.668065870811,1.4968536,0.0,-9.80996864489,
10.19,0,760.78442053,41.510922402,-0.668065877527,1.4968536,0.0,-9.80996874351,
10.2,0,761.198874382,41.4453851391,-0.668065884232,1.4968536,0.0,-9.80996884197,
10.21,0,761.61267286,41.3798478755,-0.668065890927,1.4968536,0.0,-9.80996894027,
10.22,0,762.025815966,41.3143106113,-0.668065897611,1.4968536,0.0,-9.80996903843,
10.23,0,762.4383037,41.248773347,-0.668065892271,1.4968536,0.0,-9.80996896002,
10.24,0,762.850136061,41.1832360826,-0.668065898972,1.4968536,0.0,-9.80996905842,
10.25,0,763.261313049,41.1176988176,-0.668065905663,1.4968536,0.0,-9.80996915666,
10.26,0,763.671834664,41.0521615519,-0.668065912343,1.4968536,0.0,-9.80996925475,
10.27,0,764.081700907,40.9866242856,-0.668065919012,1.4968536,0.0,-9.80996935268,
10.28,0,764.490911777,40.9210870186,-0.66806592567,1.4968536,0.0,-9.80996945045,
10.29,0,764.899467275,40.855549751,-0.668065932318,1.4968536,0.0,-9.80996954807,
10.3,0,765.3073674,40.7900124827,-0.668065938956,1.4968536,0.0,-9.80996964554,
10.31,0,765.714612152,40.7244752137,-0.668065945582,1.4968536,0.0,-9.80996974284,
10.32,0,766.121201531,40.6589379442,-0.668065952198,1.4968536,0.0,-9.80996983999,
10.33,0,766.527135538,40.5934006739,-0.668065958804,1.4968536,0.0,-9.80996993699,
10.34,0,766.932414172,40.527863403,-0.668065965398,1.4968536,0.0,-9.80997003382,
10.35,0,767.337037433,40.4623261315,-0.668065971982,1.4968536,0.0,-9.80997013051,
10.36,0,767.741005322,40.3967888593,-0.668065978556,1.4968536,0.0,-9.80997022703,
10.37,0,768.144317838,40.3312515865,-0.668065985119,1.4968536,0.0,-9.8099703234,
10.38,0,768.546974981,40.2657143131,-0.668065991671,1.4968536,0.0,-9.80997041961,
10.39,0,768.948976751,40.200177039,-0.668065998212,1.4968536,0.0,-9.80997051567,
10.4,0,769.350323149,40.1346397642,-0.668066004743,1.4968536,0.0,-9.80997061157,
10.41,0,769.751014174,40.0691024888,-0.668066011264,1.4968536,0.0,-9.80997070731,
10.42,0,770.151049826,40.0035652128,-0.668066017773,1.4968536,0.0,-9.8099708029,
10.43,0,770.550430105,39.9380279361,-0.668066024272,1.4968536,0.0,-9.80997089833,
10.44,0,770.949155012,39.8724906588,-0.66806603076,1.4968536,0.0,-9.80997099361,
10.45,0,771.347224546,39.8069533809,-0.668066037238,1.4968536,0.0,-9.80997108873,
10.46,0,771.744638707,39.7414161023,-0.668066043705,1.4968536,0.0,-9.80997118369,
10.47,0,772.141397495,39.6758788231,-0.668066050162,1.4968536,0.0,-9.8099712785,
10.48,0,772.537500911,39.6103415433,-0.668066056607,1.4968536,0.0,-9.80997137315,
10.49,0,772.932948953,39.5448042628,-0.668066063043,1.4968536,0.0,-9.80997146764,
10.5,0,773.327741623,39.4792669817,-0.668066069467,1.4968536,0.0,-9.80997156198,
10.51,0,773.72187892,39.4137297,-0.668066075881,1.4968536,0.0,-9.80997165617,
10.52,0,774.115360844,39.3481924176,-0.668066082284,1.4968536,0.0,-9.80997175019,
10.53,0,774.508187395,39.2826551346,-0.668066088677,1.4968536,0.0,-9.80997184406,
10.54,0,774.900358574,39.217117851,-0.668066095059,1.4968536,0.0,-9.80997193777,
10.55,0,775.29187438,39.1515805668,-0.66806610143,1.4968536,0.0,-9.80997203133,
10.56,0,775.682734812,39.0860432819,-0.668066107791,1.4968536,0.0,-9.80997212473,
10.57,0,776.072939872,39.0205059964,-0.668066114141,1.4968536,0.0,-9.80997221798,
10.58,0,776.46248956,38.9549687103,-0.66806612048,1.4968536,0.0,-9.80997231107,
10.59,0,776.851383874,38.8894314236,-0.668066126809,1.4968536,0.0,-9.809972404,
10.6,0,777.239622815,38.8238941363,-0.668066133127,1.4968536,0.0,-9.80997249677,
10.61,0,777.627206384,38.7583568483,-0.668066139434,1.4968536,0.0,-9.80997258939,
10.62,0,778.014134579,38.6928195597,-0.668066145731,1.4968536,0.0,-9.80997268186,
10.63,0,778.400407402,38.6272822705,-0.668066152018,1.4968536,0.0,-9.80997277417,
10.64,0,778.786024852,38.5617449807,-0.668066158293,1.4968536,0.0,-9.80997286632,
10.65,0,779.170986929,38.4962076902,-0.668066164558,1.4968536,0.0,-9.80997295831,
10.66,0,779.555293633,38.4306703992,-0.668066170812,1.4968536,0.0,-9.80997305015,
10.67,0,779.938944964,38.3651331075,-0.668066177056,1.4968536,0.0,-9.80997314183,
10.68,0,780.321940922,38.2995958153,-0.668066183289,1.4968536,0.0,-9.80997323336,
10.69,0,780.704281507,38.2340585224,-0.668066189511,1.4968536,0.0,-9.80997332473,
10.7,0,781.085966719,38.1685212289,-0.668066195723,1.4968536,0.0,-9.80997341594,
10.71,0,781.466996559,38.1029839348,-0.668066201924,1.4968536,0.0,-9.809973507,
10.72,0,781.847371025,38.0374466401,-0.668066208115,1.4968536,0.0,-9.8099735979,
10.73,0,782.227090119,37.9719093447,-0.668066214294,1.4968536,0.0,-9.80997368865,
10.74,0,782.606153839,37.9063720488,-0.668066220464,1.4968536,0.0,-9.80997377924,
10.75,0,782.984562187,37.8408347523,-0.668066226622,1.4968536,0.0,-9.80997386967,
10.76,0,783.362315161,37.7752974552,-0.66806623277,1.4968536,0.0,-9.80997395995,
10.77,0,783.739412763,37.7097601574,-0.668066238907,1.4968536,0.0,-9.80997405007,
10.78,0,784.115854991,37.6442228591,-0.668066245034,1.4968536,0.0,-9.80997414003,
10.79,0,784.491641847,37.5786855601,-0.66806625115,1.4968536,0.0,-9.80997422984,
10.8,0,784.866773329,37.5131482611,-0.668066247348,1.4968536,0.0,-9.80997417401,
10.81,0,785.241249439,37.4476109619,-0.668066253478,1.4968536,0.0,-9.80997426402,
10.82,0,785.615070176,37.3820736622,-0.668066259596,1.4968536,0.0,-9.80997435386,
10.83,0,785.988235539,37.3165363618,-0.668066265704,1.4968536,0.0,-9.80997444355,
10.84,0,786.36074553,37.2509990608,-0.668066271801,1.4968536,0.0,-9.80997453308,
10.85,0,786.732600148,37.1854617593,-0.668066277887,1.4968536,0.0,-9.80997462246,
10.86,0,787.103799392,37.1199244571,-0.668066283963,1.4968536,0.0,-9.80997471167,
10.87,0,787.474343264,37.0543871544,-0.668066290028,1.4968536,0.0,-9.80997480073,
10.88,0,787.844231762,36.988849851,-0.668066296083,1.4968536,0.0,-9.80997488964,
10.89,0,788.213464888,36.9233125471,-0.668066302126,1.4968536,0.0,-9.80997497838,
10.9,0,788.58204264,36.8577752425,-0.668066308159,1.4968536,0.0,-9.80997506697,
10.91,0,788.949965019,36.7922379374,-0.668066314181,1.4968536,0.0,-9.8099751554,
10.92,0,789.317232026,36.7267006317,-0.668066320193,1.4968536,0.0,-9.80997524368,
10.93,0,789.683843659,36.6611633254,-0.668066326194,1.4968536,0.0,-9.80997533179,
10.94,0,790.049799919,36.5956260185,-0.668066332184,1.4968536,0.0,-9.80997541975,
10.95,0,790.415100806,36.530088711,-0.668066338164,1.4968536,0.0,-9.80997550756,
10.96,0,790.77974632,36.4645514029,-0.668066344132,1.4968536,0.0,-9.8099755952,
10.97,0,791.143736461,36.3990140943,-0.66806635009,1.4968536,0.0,-9.80997568269,
10.98,0,791.507071229,36.3334767851,-0.668066356038,1.4968536,0.0,-9.80997577002,
10.99,0,791.869750624,36.2679394752,-0.668066361974,1.4968536,0.0,-9.8099758572,
11.0,0,792.231774646,36.2024021648,-0.6680663679,1.4968536,0.0,-9.80997594422,
11.01,0,792.593143294,36.1368648539,-0.668066373816,1.4968536,0.0,-9.80997603108,
11.02,0,792.95385657,36.0713275423,-0.66806637972,1.4968536,0.0,-9.80997611778,
11.03,0,793.313914472,36.0057902301,-0.668066385614,1.4968536,0.0,-9.80997620433,
11.04,0,793.673317001,35.9402529174,-0.668066391497,1.4968536,0.0,-9.80997629072,
11.05,0,794.032064157,35.8747156041,-0.66806639737,1.4968536,0.0,-9.80997637695,
11.06,0,794.39015594,35.8091782903,-0.668066403231,1.4968536,0.0,-9.80997646302,
11.07,0,794.74759235,35.7436409758,-0.668066409083,1.4968536,0.0,-9.80997654894,
11.08,0,795.104373386,35.6781036608,-0.668066414923,1.4968536,0.0,-9.8099766347,
11.09,0,795.46049905,35.6125663452,-0.668066420753,1.4968536,0.0,-9.80997672031,
11.1,0,795.81596934,35.5470290291,-0.668066426572,1.4968536,0.0,-9.80997680575,
11.11,0,796.170784257,35.4814917123,-0.66806643238,1.4968536,0.0,-9.80997689104,
11.12,0,796.524943801,35.415954395,-0.668066438177,1.4968536,0.0,-9.80997697618,
11.13,0,796.878447972,35.3504170772,-0.668066443964,1.4968536,0.0,-9.80997706115,
11.14,0,797.231296769,35.2848797587,-0.66806644974,1.4968536,0.0,-9.80997714597,
11.15,0,797.583490194,35.2193424397,-0.668066455506,1.4968536,0.0,-9.80997723063,
11.16,0,797.935028245,35.1538051201,-0.668066461261,1.4968536,0.0,-9.80997731513,
11.17,0,798.285910923,35.0882678,-0.668066467005,1.4968536,0.0,-9.80997739948,
11.18,0,798.636138228,35.0227304793,-0.668066472738,1.4968536,0.0,-9.80997748367,
11.19,0,798.985710159,34.9571931581,-0.668066478461,1.4968536,0.0,-9.8099775677,
11.2,0,799.334626718,34.8916558362,-0.668066484173,1.4968536,0.0,-9.80997765158,
11.21,0,799.682887903,34.8261185139,-0.668066489874,1.4968536,0.0,-9.8099777353,
11.22,0,800.030493715,34.7605811909,-0.668066495565,1.4968536,0.0,-9.80997781886,
11.23,0,800.377444154,34.6950438674,-0.668066501245,1.4968536,0.0,-9.80997790226,
11.24,0,800.723739219,34.6295065434,-0.668066506914,1.4968536,0.0,-9.80997798551,
11.25,0,801.069378911,34.5639692188,-0.668066512572,1.4968536,0.0,-9.8099780686,
11.26,0,801.41436323,34.4984318936,-0.66806651822,1.4968536,0.0,-9.80997815153,
11.27,0,801.758692176,34.4328945679,-0.668066523857,1.4968536,0.0,-9.80997823431,
11.28,0,802.102365748,34.3673572416,-0.668066529484,1.4968536,0.0,-9.80997831693,
11.29,0,802.445383947,34.3018199148,-0.668066535099,1.4968536,0.0,-9.80997839939,
11.3,0,802.787746773,34.2362825875,-0.668066540704,1.4968536,0.0,-9.8099784817,
11.31,0,803.129454226,34.1707452595,-0.668066546299,1.4968536,0.0,-9.80997856384,
11.32,0,803.470506305,34.1052079311,-0.668066551882,1.4968536,0.0,-9.80997864583,
11.33,0,803.810903011,34.0396706021,-0.668066557455,1.4968536,0.0,-9.80997872767,
11.34,0,804.150644344,33.9741332725,-0.668066563017,1.4968536,0.0,-9.80997880934,
11.35,0,804.489730303,33.9085959424,-0.668066568569,1.4968536,0.0,-9.80997889086,
11.36,0,804.828160889,33.8430586118,-0.66806657411,1.4968536,0.0,-9.80997897222,
11.37,0,805.165936102,33.7775212809,-0.668066571863,1.4968536,0.0,-9.80997893923,
11.38,0,805.503055942,33.71198395,-0.668066577412,1.4968536,0.0,-9.80997902072,
11.39,0,805.839520408,33.6464466185,-0.668066582951,1.4968536,0.0,-9.80997910205,
11.4,0,806.175329501,33.5809092864,-0.668066588479,1.4968536,0.0,-9.80997918323,
11.41,0,806.51048322,33.5153719538,-0.668066593996,1.4968536,0.0,-9.80997926424,
11.42,0,806.844981566,33.4498346207,-0.668066599503,1.4968536,0.0,-9.8099793451,
11.43,0,807.178824539,33.384297287,-0.668066604999,1.4968536,0.0,-9.8099794258,
11.44,0,807.512012139,33.3187599528,-0.668066610483,1.4968536,0.0,-9.80997950634,
11.45,0,807.844544365,33.253222618,-0.668066615958,1.4968536,0.0,-9.80997958673,
11.46,0,808.176421218,33.1876852827,-0.668066621421,1.4968536,0.0,-9.80997966695,
11.47,0,808.507642697,33.1221479469,-0.668066626874,1.4968536,0.0,-9.80997974702,
11.48,0,808.838208803,33.0566106105,-0.668066632316,1.4968536,0.0,-9.80997982693,
11.49,0,809.168119536,32.9910732736,-0.668066637747,1.4968536,0.0,-9.80997990668,
11.5,0,809.497374896,32.9255359362,-0.668066643167,1.4968536,0.0,-9.80997998628,
11.51,0,809.825974882,32.8599985982,-0.668066648577,1.4968536,0.0,-9.80998006571,
11.52,0,810.153919494,32.7944612597,-0.668066653976,1.4968536,0.0,-9.80998014499,
11.53,0,810.481208733,32.7289239207,-0.668066659364,1.4968536,0.0,-9.80998022411,
11.54,0,810.807842599,32.6633865812,-0.668066664741,1.4968536,0.0,-9.80998030307,
11.55,0,811.133821092,32.5978492411,-0.668066670108,1.4968536,0.0,-9.80998038188,
11.56,0,811.459144211,32.5323119005,-0.668066675464,1.4968536,0.0,-9.80998046052,
11.57,0,811.783811956,32.4667745594,-0.668066680809,1.4968536,0.0,-9.80998053901,
11.58,0,812.107824328,32.4012372177,-0.668066686143,1.4968536,0.0,-9.80998061734,
11.59,0,812.431181327,32.3356998755,-0.668066691467,1.4968536,0.0,-9.80998069552,
11.6,0,812.753882952,32.2701625329,-0.66806669678,1.4968536,0.0,-9.80998077353,
11.61,0,813.075929204,32.2046251896,-0.668066702082,1.4968536,0.0,-9.80998085139,
11.62,0,813.397320083,32.1390878459,-0.668066707373,1.4968536,0.0,-9.80998092909,
11.63,0,813.718055588,32.0735505017,-0.668066712654,1.4968536,0.0,-9.80998100663,
11.64,0,814.038135719,32.0080131569,-0.668066717924,1.4968536,0.0,-9.80998108401,
11.65,0,814.357560477,31.9424758116,-0.668066723183,1.4968536,0.0,-9.80998116123,
11.66,0,814.676329862,31.8769384658,-0.668066728431,1.4968536,0.0,-9.8099812383,
11.67,0,814.994443873,31.8114011195,-0.668066733669,1.4968536,0.0,-9.80998131521,
11.68,0,815.311902511,31.7458637727,-0.668066738896,1.4968536,0.0,-9.80998139196,
11.69,0,815.628705775,31.6803264253,-0.668066744112,1.4968536,0.0,-9.80998146855,
11.7,0,815.944853666,31.6147890775,-0.668066749317,1.4968536,0.0,-9.80998154499,
11.71,0,816.260346183,31.5492517291,-0.668066754511,1.4968536,0.0,-9.80998162127,
11.72,0,816.575183327,31.4837143802,-0.668066759695,1.4968536,0.0,-9.80998169738,
11.73,0,816.889365098,31.4181770308,-0.668066764868,1.4968536,0.0,-9.80998177335,
11.74,0,817.202891494,31.352639681,-0.66806677003,1.4968536,0.0,-9.80998184915,
11.75,0,817.515762518,31.2871023306,-0.668066775182,1.4968536,0.0,-9.80998192479,
11.76,0,817.827978167,31.2215649797,-0.668066780323,1.4968536,0.0,-9.80998200028,
11.77,0,818.139538444,31.1560276283,-0.668066785453,1.4968536,0.0,-9.80998207561,
11.78,0,818.450443346,31.0904902764,-0.668066790572,1.4968536,0.0,-9.80998215078,
11.79,0,818.760692876,31.024952924,-0.66806679568,1.4968536,0.0,-9.8099822258,
11.8,0,819.070287031,30.959415571,-0.668066800778,1.4968536,0.0,-9.80998230065,
11.81,0,819.379225814,30.8938782176,-0.668066805865,1.4968536,0.0,-9.80998237535,
11.82,0,819.687509222,30.8283408637,-0.668066810941,1.4968536,0.0,-9.80998244989,
11.83,0,819.995137257,30.7628035093,-0.668066816007,1.4968536,0.0,-9.80998252427,
11.84,0,820.302109919,30.6972661544,-0.668066821061,1.4968536,0.0,-9.80998259849,
11.85,0,820.608427207,30.631728799,-0.668066826105,1.4968536,0.0,-9.80998267256,
11.86,0,820.914089121,30.5661914432,-0.668066831138,1.4968536,0.0,-9.80998274647,
11.87,0,821.219095662,30.5006540868,-0.668066836161,1.4968536,0.0,-9.80998282022,
11.88,0,821.523446829,30.4351167299,-0.668066841172,1.4968536,0.0,-9.80998289381,
11.89,0,821.827142623,30.3695793725,-0.668066846173,1.4968536,0.0,-9.80998296724,
11.9,0,822.130183043,30.3040420147,-0.668066851163,1.4968536,0.0,-9.80998304052,
11.91,0,822.43256809,30.2385046563,-0.668066856143,1.4968536,0.0,-9.80998311364,
11.92,0,822.734297763,30.1729672975,-0.668066861111,1.4968536,0.0,-9.8099831866,
11.93,0,823.035372062,30.1074299382,-0.668066866069,1.4968536,0.0,-9.8099832594,
11.94,0,823.335790988,30.0418925784,-0.668066871016,1.4968536,0.0,-9.80998333204,
11.95,0,823.63555454,29.9763552184,-0.668066870353,1.4968536,0.0,-9.80998332229,
11.96,0,823.934662719,29.9108178581,-0.668066875303,1.4968536,0.0,-9.80998339498,
11.97,0,824.233115524,29.8452804974,-0.668066880242,1.4968536,0.0,-9.80998346751,
11.98,0,824.530912955,29.7797431362,-0.66806688517,1.4968536,0.0,-9.80998353988,
11.99,0,824.828055013,29.7142057746,-0.668066890088,1.4968536,0.0,-9.80998361209,
12.0,0,825.124541697,29.6486684124,-0.668066894995,1.4968536,0.0,-9.80998368414,
12.01,0,825.420373007,29.5831310498,-0.668066899891,1.4968536,0.0,-9.80998375603,
12.02,0,825.715548944,29.5175936867,-0.668066904776,1.4968536,0.0,-9.80998382777,
12.03,0,826.010069508,29.4520563231,-0.66806690965,1.4968536,0.0,-9.80998389934,
12.04,0,826.303934697,29.386518959,-0.668066914514,1.4968536,0.0,-9.80998397076,
12.05,0,826.597144513,29.3209815944,-0.668066919366,1.4968536,0.0,-9.80998404202,
